Album_Name	Song_Name	Lyrics	Unnamed: 6	Emotion
The Eminem Show	Soldier	intro im soldier im soldier ladedahdah dahdah dahdah im soldier im soldier yo verse never thug infatuated guns never gangsta til graduated one got rep villain weapon concealin took image thug kept shit appealin willin stick neck respect meant life death never live regret said youre people wan na see true youwhat say raps feel part obligation fulfill see streets face face real confrontation aint conversation feel youre violation hesitationll get killed feel kill conceal reveal reasonablell leave full bullets		neutral
The Eminem Show	Say Goodbye Hollywood	chorus sayin goodbye sayin goodbye hollywood sayin goodbye sayin goodbye hollywood sayin goodbye sayin goodbye hollywood sayin goodbye sayin goodbye hollywood hollywood feel way sayin goodbye sayin goodbye hollywood sayin goodbye sayin goodbye hollywood sayin goodbye sayin goodbye hollywood sayin goodbye sayin goodbye hollywood verse thought figured thought tough enough stick kim wasnt tough enough juggle two things found layin knees cuffs shouldve reason enough get stuff leave come couldnt see shit nobody 		neutral
The Eminem Show	Superman	intro eminem dina rae mhmmm inhales high baby yeah yeah talk want tell something uhhuh know wan na hear refrain eminem dina rae cause know want baby think want think love baby think love im save girl come shadys world wan na grow together lets let love unfurl know want baby know want call superman im rescue wan na save girl come shadys world oh boy drive crazy bitch make hurl verse eminem call superman leap tall hoes single bound im single got ring finger id never let another chick bring relationship save b		neutral
The Eminem Show	HailieÂs Song	intro dada dada yo cant sing feel like singing wan na fuckin sing cause im happy yeah im happy got baby back yo check verse days sit starin window watchin world pass sometimes think theres nothin live almost break cry sometimes think im crazy im crazy oh crazy wastin time see baby suddenly im crazy makes sense look eyes oh chorus cause sometimes fuck feels like scared worlds shoulders everyones leanin cause sometimes feels like worlds almost comes back verse baby girl keeps gettin older watch grow pride peo		joy
The Eminem Show	Steve Berman (Skit) [2002]	skit eminem steve berman aint nuttin music plays background motherfucker man eminem knocks door eminem sighs door opens ridiculous cant believe itoh hold minute em seat dre ill call back steve hangs phone dont even know start okay got album upstairs far eminem cocks gun shoots steve incredible thing ive ever heard                                                                                                                                                                                                     		neutral
The Eminem Show	Say What You Say	intro eminem dr dre heh im game huh huh huh yo dre ridin whatever haha well im wit ya homie okay lets handle small shit verse eminem dr dre born brew storms stir shit kick dust cuss til slur spit grew quick went much knew much shit corrupt ima pour like syrup bitch thick rich sick twisted mr buttersworth dre told milk shit worth til cow tilts tips stumbles earth fumble verse keep goin first take make mistakes keep punches pull punches thats weak shit fake shit ever take shit ill eat shit wasnt wouldnt shit 		amusement
The Eminem Show	ÂTill I Collapse	intro eminem cause sometimes feel tired feel weak yo left yo left yo left right left feel weak yo left feel like wan na give yo left yo left got ta search within right left try find inner strength yo left yo left pull shit yo left get motivation give right left yo left quitter matter bad wan na fall yo left yo left right left flat face collapse verse eminem til collapse im spillin raps long feel em til day drop youll never say im killin em cause ima stop pennin em hiphop im eminem subliminal thoughts ima st		neutral
The Eminem Show	My DadÂs Gone Crazy	television static eminem begins snort cocaine speech steve king hailie jade hello boys girls today gon na talk father daughter relationships daddy ill bet hailie opens door eminem snorts cocaine whos daddy daddy intro eminem hailie jade haha okay everybody listen im goin hell whos comin somebody please help think dads gone crazy verse eminem hailie jade dr dre theres mountain cant climb theres tower high plane cant learn fly got ta get show aint nothin cant take chainsaw rahhnnn fuckin brains brawn brass ba		neutral
The Eminem Show	Drips	intro eminem obie trice obie yo im sick damn straight dog chorus eminem obie trice thats aint got time think got chlamydia games stupid tricks bitches bitch dick thats dudes gettin sick bitch thats dicks gettin drips fallin victims shit bitches dicks fuckin chickens ribs thats aint got time verse obie yo woke fucked liquor drunk damn bag skunk last nights tunk pussy residue penis denise cleaners fucked good shoulda seen big booty bitch switch unbearable shit french roll stylin body like stallion sizin figur		annoyance
The Eminem Show	When the Music Stops	intro bizarre music reality sometimes hard tell difference entertainers responsibility kids psych verse eminem die murdered cold blood tomorrow would feel sorrow show love would matter could never leadoff batter aint shit feed im seesaw battlin theres way much stake fake theres much plate done came way far game turn walk away say got say fuck take joke smokin crack fore id beg mariah take back ill get fore get run ground fore put wack shit im tryna smack one parkfivethousand mark yall steady tryna drown sha		neutral
The Marshall Mathers LP	Public Service Announcement 2000	announcer jeff bass eminem another public service announcement brought part slim shady tell em dont give fuck slim shady give fuck think tell em suck dont like suck fucking cock tell em kissed ass little know upon purchasing album kissed ass tell em im fed slim shady fed shit hes going kill yeah aanything else yeah sue                                                                                                                                                                                                		neutral
The Marshall Mathers LP	Kill You	intro little baby boy momma used tell crazy things used tell daddy evil man used tell hated got little bit older realized crazy one nothing could say try change cause thats way verse said cant rap broke aint say cant rap coke ahh slut think wont choke whore til vocal cords dont work throat ahh motherfuckers thinkin im playin thinkin im sayin shit cause im thinkin sayin ahh put hands bitchi aint gon shoot ima pull bullet put ahh shut slut youre causin much chaos bend take like slutokay oh hes raping mother a		anger
The Marshall Mathers LP	Stan	chorus dido teas gone cold im wondering got bed morning rain clouds window cant see even could itd gray picture wall reminds bad bad teas gone cold im wondering got bed morning rain clouds window cant see even could itd gray picture wall reminds bad bad verse eminem stan dear slim wrote still aint callin left cell pager home phone bottom sent two letters back autumn must notve got em probably problem post office somethin sometimes scribble addresses sloppy jot em anyways fuck whats man hows daughter girlfri		surprise
The Marshall Mathers LP	Who Knew	intro never knew knew knew id never knew knew knew id mic check onetwo never knew knew knew id woulda knew never knew knew knew id woulda known never knew knew knew id fuck woulda thought never knew knew knew id motherfucker comes never knew knew knew id sells couple million records never knew knew knew id motherfuckers hit ceiling never knew id verse dont black music dont white music make fight music high school kids put lives risk drive like put wives risk knife like shit probably think im tape deck im ba		surprise
The Marshall Mathers LP	The Way I Am	segue steve berman skit man whatever intro dre let run ayo turn beat little bit ayo song anyone fuck shut listen ayo verse sit back pack zigzags bag weed gives shit needed meanest mc earth since birth ive cursed curse curse blurt berserk bizarre shit works sells helps relieve tension dispensin sentences gettin stress thats eatin recently chest rest peacefully peacefully least decency leave alone freaks see streets im eatin feedin daughter come speak speak dont know dont owe motherfuckin thing im mr nsync im		anger
The Marshall Mathers LP	Remember Me?	chorus rbx remember seven executions remember remorse remember im highpowered remember drop bombs like hiroshima verse rbx one scream x retarded cause grab mic get like syndrome hide roam masses without boundaries qualifies term universal without rehearsal leak words thats controversial like im one wan na contest see cause ill hit ass like train bitch got banned tv heavyweight getup hit watch whole head split loco motion comin hollowtips lead threw chorus sticky fingaz remember throw ya gunz air remember sl		neutral
The Marshall Mathers LP	IÂm Back	chorus thats call slim shady im back im back im back im back thats call slim shady im back im back im back im back thats call slim shady im back im back im back im back thats call slim shady im back im back im back im back verse murder rhyme one word time never heard mind perverted mine better get rid aint gon na help goods gon na man strangles im waitin hell like hell shit im anxious hell manson youre safe cell thankful jail used mommys little angel twelve thirteen puttin shells gauge shelf used get punked		relief
The Marshall Mathers LP	Marshall Mathers	intro know dont get last year nobody year im selling records everybody wants come around like owe em somethin fuck want million dollars get fuck outta chorus see im marshall mathers marshall mathers im regular guy dont know fuss fuss nobody ever gave fuck doubt doubt everybody wan na run mouth try take shots take shots verse yo might see joggin might see walkin might see walkin dead rottweiler dog head chopped park spiked collar hollerin cause son bitch wont quit barkin leanin window cocked shotgun drivin b		neutral
The Marshall Mathers LP	Ken Kaniff (Skit) [2000]	skit ken kaniff shaggy dope violent j uhh uhh oh yeah uhh suck mmm oh fuck yeah mmm oh shaggy uhh call dope aint mmm uhh fuck yeah uhh take take uhh give something j uhh violent j ooh dont bite dont violent ow suck nice slow yeah uhh uhh fuck yeah got uhh give back shaggy sucking better uhh say name eminem say name eminem oh fuck guys ggive dick back whaaaaa fuck guys wait wait ken want eminem eminem whaaa fuck guys imma leaving ieo ken wait ii door slams aw damn nice going shaggy                           		neutral
The Marshall Mathers LP	Drug Ballad	intro eminem dina rae yeah hahahaha whoo shit mmm oh oh mmm ehh ehh aight guess aint comin yet oh oh ooh ooh ill come minute ayo love song goes like hey yeah verse eminem back mark wahlberg marky mark fuckin faggot used make party start used mix hen bacardi dark kicks hardly talk sixth gin youre gon probably crawl youll sick youll probably barf prediction youre gon probably fall either somewhere lobby hallway wall everythings spinnin youre beginnin think women swimmin pink linen sink couple minutes bottle g		amusement
The Marshall Mathers LP	Amityville	intro eminem kill kill kill dahhdum dahhdum dum dahhdum dahhdum duhdadadada kill kill kill dahhdum dahhdum dum dahhdum dahhdum dumm kill kill kill chorus eminem hes mentally ill amityville hell accidentally kill family still thinkin wont goddammit hes mentally ill amityville verse eminem get lifted spin til im halftwisted feet planted stand grin full chapped lipstick pen full ink think sinful rap sick shit shrink pencil last visit drink gin til chins full splashed whiskers hash whiskey ash til slap bitches 		neutral
The Marshall Mathers LP	Bitch Please II	intro snoop dogg dr dre yeah detroit nuuh nuuh nuh didnt didnt whatwhat shitted niggas two times dr dre oh fo sho uhuh naw smell special right whatwhat whatwhatwhat yeah toast boogie baby uh boogieoogieoogie yeah ya know whats crackin dre verse dr dre snoop dogg let lay back kick old simplistic pimp shit slims shit start riots like limp bizkit best throw guilty conscience concerts watch mosh pits til motherfuckers knock unconscious watch nigga crowds slim draws rowdy crenshaw boulevard packed full cars crow		neutral
The Marshall Mathers LP	Kim	intro eminem kim aw look daddys baby girl thats daddys baby little sleepy head yesterday changed diaper wiped powdered get big cant believe youre two baby youre precious daddys proud sit bitch move ill beat shit okay verse eminem kim dont make wake baby dont need see im bout quit crying bitch always make shout could leave love blue oh whats matter kim loud bad bitch youre gon na finally hear time first im like aight wan na throw thats fine take place mind couch tv whole house mine could let sleep bed look k		anger
The Marshall Mathers LP	Under the Influence	hook eminem chemlelelelelelele lele lele chemlelelenemiahnufniah nenish nene translation suck dick dont like shit cause high wrote suck dick verse eminem two pills pop til pupils swell like two pennies im clint eastwood midtwenties youngass man trash strapped back ass rats cant chew last pants im like mummy night fightin bright lightnin frightened five little white vicodin pills bitin im like fuckin wasp hospital lost stingin fuck outta everything come across halls light candle place mantel grab knife blade		fear
The Marshall Mathers LP	Criminal	intro lot people ask stupid fuckin questions lot people think say record talk record actually real life believe say wan na kill somebody im actually gon na believe well shit believe ill kill know cause im criminal criminal youre goddamn right im criminal yeah im criminal verse words like dagger jagged edge thatll stab head whether youre fag lez homosex hermaph transavest pants dress hate fags answers yes homophobic nah youre heterophobic starin jeans watchin genitals bulgin ooh thats motherfuckin balls youd		anger
The Marshall Mathers LP	The Real Slim Shady	intro may attention please may attention please real slim shady please stand repeat real slim shady please stand gon na problem verse yall act like never seen white person jaws floor like pam like tommy burst door started whoopin ass worse first divorced suin furniture agh return ah wait way youre kidding didnt say think dr dre said nothing idiots dr dres dead hes locked basement ha ha feminist women love eminem chicka chicka chicka slim shady im sick look walkin around grabbin youknowwhat flippin youknowwh		neutral
Slim Shady EP	Slim Shady (Intro)	skit slim shady eminem eminem eminem hahaha wake fuck motherfucker want hahahaha remember killed thought dead didnt want im alive oh god get get look mirror dont want look mirror reflection haha leave alone look mirror youre nothing youre nothing without look motherfucking mirror leave alone leave fuck alone eminem punches mirror breaking low dirty scratched                                                                                                                                                        		amusement
Slim Shady EP	Low Down, Dirty	hook im low dirty ashamed low dirty even im low im shifty hear man sounds like smack ask fuck get damn raps im low dirty ashamed low dirty even im low im shifty hear man sounds like smack ask fuck get damn raps verse warning shits gon rated r restricted see bullet hole neck selfinflicted doctor slapped momma bitch got sick kid arrested molested got convicted wearing visors sunglasses disguises cause split personality identity crisis im dr hyde mr jekyll disrespectful hearing voices head whispers echo murder		embarrassment
Slim Shady EP	If I HadÂ	intro life marshall mathers life life like big obstacle front optical slow every time think youve gotten past gon na come back around tackle damn ground friends friends people think friends really enemies secret identities disguises hide true colors think close enough brothers wan na come back cut throat aint lookin money money makes man act funny money root evil moneyll make friends come back around swearin always life im tired life verse im tired backstabbinass snakes friendly grins im tired committin man		neutral
Slim Shady EP	No OneÂs Iller	intro bizarre yeah ha ha ha bang yeah bizarre kid comin eminem fuzz mr swifty ha ha ones iller one one iller one iller mr swifty verse swifty mcvay make rappers wan na turn singers keep hoes lickin fingers bring competition face meaning got whole crew doin subpoenas hell nah aint seen crew genius murder whoevers us pack heaters keep close cant beat us whole crew treat us like gs best believe done made quadriplegics outta nonrappin rejects whole world ejects tape aint secret shit sounds fake cant stop mind s		amusement
Slim Shady EP	Murder, Murder	scratches dj lenn swann see murder murder mindstate makes late cops try stop crime rate see murder murder mindstate murder murder murder kill kill kill see murder murder mindstate makes late cops try stop crime rate see murder murder mindstate murder murder murder kill kill kill verse eminem left keys van gat hand went eastland shot policeman fuck peace plan citizen bystands shit hands heres lifespan lifes worth money twice grab couple grand lay iceland see im nice man money turned satan im thirsty green ba		neutral
Slim Shady EP	Just DonÂt Give a Fuck	produced jeff bass intro frogg woah aget yo hands air get clappin em like back forth athis thought wasnt bes brothers representin dirty dozen fro double g check man goes name um er verse eminem slim shady brain dead like jim brady im little like kim lady im buzzin dirty dozen naughty rotten rhymer cursin players worse marty schottenheimer wacker motherfucker bit yo style aint gon sell two copies press double album admit fuck comin open im doin acid crack smack coke smokin dope name marshall mathers im alcoh		neutral
Slim Shady EP	Just the Two of Us	produced bass brothers intro baby dada loves ima always matter happens youre got world would never give nothin nobody world ever gon na keep love verse come haihai goin beach grab couple toys let dada strap car seat oh wheres mama shes takin little nap trunk oh smell dada musta runned skunk know youre thinkin kinda late go swimmin know mama shes one type women crazy things dont get way shell throw fit dont play dadas toy knife honey let go dont look upset actin bashful dont wan na help dada build sandcastle		neutral
Infinite	Infinite	intro aw yeah like like eminem baby back motherfuckin ass til forever til forever one time motherfuckin mind mcs mcs represent know im sayin yo dont know shit verse ayo pen paper cause chain reaction get brain relaxin zany actin maniac action brainiac fact son mainly lack attraction look insanely wack fraction tracks runs rhymin skills got climbin hills travel mind chill spine like siren drills im slimin grills roaches spray disinfects twistin necks rappers til spinal column disconnects put decks check mono		anger
Infinite	W.E.G.O. (Interlude)	intro proof yeah soul intent checking number one baby week know im sayin mc proof dj head dj head proof checkin wego know im sayin ayy yo got number one requested song day coming next local talent goes name eminem called ok                                                                                                                                                                                                                                                                                                 		neutral
Infinite	ItÂs O.K.	intro proof eminem check hey kyu hook eyekyu broke day everything okay im night everything alright rough week dont get enough sleep long year pretendin belong broke day everything okay im night everything alright rough week dont get enough sleep long year pretendin belong verse eminem one day plan family man happily married want grow old carried til im glad buried leave crazy world least half million baby girl may early plannin stuff cause im still strugglin hard man tough cause man rough still manage enoug		joy
Infinite	Tonite	intro love thats showing life free flowing verse im givin mad love im snugglin hugs strugglin thugs smugglin drugs jugglin jobs guzzlin jugs heres toast federal checks hetero sex unaffordable medical debts travel packs unravelin facts gravel cracks find babblin max gafflin tracks grapple axe bafflin acts mysterious stabinthebacks dabble wax stealin art sculpt culprit stole shitll end skull split buried hatchet carry fat shit butterfingers necessary scratch baby wan na swallow one two smoke little bit follow		love
Infinite	313	hook eyekyu eminem know sweet mc none skills bout see come free wan na sweet mc got ta become ever wan na one see man know sweet mc none skills bout see come free wan na sweet mc better become ever wan na one see verse eyekyu yo people say im whack thats right im freshest whack mc ever heard lifetime slick acapella sounds clever beats boy im deepest thing since potholes ever hit streets forget gold diggers succubus souls thick ruggedness mic im like dyke cant nigga fuck got different strokes philip drummoun		neutral
Infinite	Maxine	intro maxine denuan porter maxine hello speak maxine yeah whats dis denaun yeah whats nothing laying bed huh nothing laying bed dont know thinking something freaky verse eminem know crack fiend maxine needs vaccine tests positive tells acts clean plus got sugar daddy gassin every hooker takes crook badly mistook sadly reputation youre jeopardation aint got preparation stepped away son got face done lookin provocative shell let knock press issue get undressed kiss match price otherwise wont look twice catch 		sadness
Infinite	Open Mic	intro hey yo whats man hey yo day man yall every weekend man dont ever get chance rap first man thats cause wack aint wack nigga got raps yall nigga raps fresh ima bust raps first bust want man im goin first im gettin tired everybody wantin go first man always rap first im rappin dont care none yall say im fresh im fresh hook thyme ayo fuck passed mic said flow point man wan na know fuck passed mic said flow wan na know wan na know said fuck passed mic said flow point bitch wan na know fuck passed mic said 		neutral
Infinite	Never 2 Far	intro eminem denaun porter denaun man dawg right chillin cold hell yes hey bus didnt come didnt hey look got cent nah got enough get bus im broke got ta go store alright man quick cause im short yeah gon na enough time go store nah look much got got im sure got dollar know mean throw aint gon na know know ayy look im sick takin damn bus everywhere man got ta make moves somethin know look im tryna get rich got baby way dont even got car know im sayin still stay moms still moms yeah look hey got ta make hit r		annoyance
Infinite	SearchinÂ	intro angela workman aint one special special like aint one special special like aint one special special like aint one special special like searchin youre one want life baby searchin youre one want life baby searchin youre one want life baby searchin youre one want life baby verse eminem im reminiscin tenderness snugglin teasin missin remember kissin huggin squeezin buggin wheezin im havin trouble breathin even tougher sleepin theres couple reasons im sufferin grievin lovin leavin youre im thinkin evenin g		neutral
Infinite	Backstabber	intro police scanner attention units attention units allpoints bulletin man green hair repeat apb man green hair hes armed knife repeat hes armed knife proceed caution watch back fellas could coming girlfriend next verse theres joker loose psychiatric ward face bulletin board reward hell stab sword dont fooled charm hes probably armed intent bodily harm ring alarm look man green hair check girls house last seen hes mean stare usually cracks jokes good luck mission guard backs folks hook come fuckin backstab		neutral
Infinite	Jealousy Woes II	intro sample jealous jealous jealous jealous jealous jealous jealous jealous womans voice talking singing jealous mean jealous know im sayin mad cause ugly hoes know im sayin girls dont buy clothes bought ho clothes dont buy clothes nigga aint got money vibe dick mean got jealous fo aint gon na make nowhere aint got type time career move mean verse eminem come home every single day workin double shifts stop along way pick couple gifts come inside pretend miss kiss diss strenuously fight continuously frisk n		neutral
Killshot	Killshot	intro sound like bitch bitch shut fuck fans become haters done fuckin beards weird alright yellin mic fuckin weird beard want smoke doin yellin mic beards weird yell mic illa verse rihanna hit text last night left hickeys neck wait dissed im perplexed insult line compliment next damn im really sorry want heart attack watchin mile nordictrack realized forgot call back heres autograph daughter wrote starter cap stan stan son listen man dad isnt mad gon na name damn gun manbun giants woke eyes open undeniable 		remorse
Unreleased Songs	Demon Inside	verse im possessed evil demons torture im sleeping keep dreaming death im hearing people screaming devils spirits trapped inside want im couch bleeding death haunted house wrists slit im lifted air suspended animation like someones holding feel somebodys cold hands wrapping around neck choke blood swallow drown death found breath somehow managed slip clutches nearly blacking dizziness head rushes tripping odd bodies dead lushes bloodstains paint plush carpet like red blushes doors open close books fly shelv		sadness
Unreleased Songs	My Syllables	intro eminem lyrics anymore hot beat catchy hook verse eminem got ta dumb style abc cause nowadays kids dont give shit bout lyrics wan na hear beat thats long go club get blitzed pick chicks get digits djs playing hits oh jam shit dont know word verse know chorus cause chorus repeats four words us songs ginormous whole formulas switched cause dont know anymore hits beat rap finger snap clap adapt get trl votes thirteenyearolds control remotes ashlees got brand new nose got ta put new emphasis syllalables ve		neutral
Unreleased Songs	Difficult	verse eminem ask okay ask im happy asking shit thats thrown little snappy genuinely care doody life continuously stare pictures never got say love much wanted yeah say cant hear fuck good somehow know youre near presence oh went dropped presents easter two little beautiful boys try ease minds little dog youll never believe sharonda actually talks nowjesus everyone else tryin pick pieces man could touch many fuckin lives leave us say grievance way affectin everyone different true fuck im sposed get difficult		joy
Unreleased Songs	BANG (Original Version)	intro conway machine yeah brr uh brr brr brr brr brr brr machine brr game nigga brr brr afuckingame nigga brrbrr brr look look verse conway machine ayo use thearm hammer fluff brick say wan na say dont give fuck im rich ahh tuck fifth dont hesitate bust shit tell niggas like kyrie suck dick hahahaha dont trust soul dont even trust bitch uhuh fall love id rather cut wrist ahh sweat ace spades nigga thats much sip body rap nigga quick dutch got twist ayo lets roll somethin yeah shotty ring shit thing uhhuh ch		amusement
Unreleased Songs	Tylenol Island	intro eminem slim motherfuckin shady aight missy elliott timbo cmon yo verse eminem im homicidal suicidal friends holding gun handles barrel ends sprayin tecs see fuckin legs bullet holes exit wounds layin next fuckin mad dog foamin mouth fuck mouth whole house foamin couch jumped ninetythird floor buildin shot every window way ground keep filmin woke hospital staff got laughed chopped em half suffocated oxygen mask shit get higher ima get east west beefin fly back detroit stand crossfire interlude ken kani		anger
Unreleased Songs	Crack a Bottle (Original Demo)	intro oh ladies gentlemen moment youve waiting corner weighing pounds record rapes assaults murders undisputed diabolical villain world slim shady chorus crack bottle let body waddle dont act like snobby model hit lotto ohoh ohoh bitches hoppin tahoe got one ridin shotgun one em got clothes wheres rubbers whos got rubbers noticed theres many em theres really many us ladies love us posses kickin dust til break dawn starting party dusk ladies gentlemen dr dre verse one see low rider go like oh aint got tell y		fear
Unreleased Songs	Our House	intro eminem heres story little boy growing suburban home trying cope everyday life lives little house built middle street verse eminem hey mom pacs jukebox shot two cops raped little girl two dudes watched nuhuh tryin frame tupack shaker aint say name mom youre lame dont know anything yeah know youll probably go join gang yeah right im wheres fuckin walkman stop cussin shut bitch quit talking black well slammed door im probably warm house fuck forgot jacket forgot winter im gettin thinner im hungry mom coo		anger
Unreleased Songs	Fly Away	chorus blaze people ask lately thought fell nobody could save play background dont back dont get twisted try play first come underrate come back still try fade say im nasty say im crazy ask think say maybe ill fly away fly away aint nuttin way may well fly away fly away aint nuttin else say may well fly away fly away know wan na see aint gon die today die today cause done top theres nowhere else go yeah yeah yeah way see mes looking yeah yeah yeah theres nuttin else say may well fly away oh yeah theres nutt		neutral
Unreleased Songs	IÂm Having a Relapse	intro torture chambers secret passageways vats acid deadly vaults intro ohh chkit chkit chkit chkit ohh guechkit chkitguess whos back frrkit said ohh guegueguegueitchkit said ohh rrrrrchkitchkitguess whos back frrkit said man chkitchkitchkitchkit damn ohh guegueguess whos back guegueguegueguess whos back frrkit damn feels good back guess whos back im relapse verse eminem hell manage get felony charges hes already got life jail man hell problem well honest smell chronic leaves make hella demonic theyve compe		neutral
Unreleased Songs	Cut Back (Leak)	verse cut back syllables little still feel ikilla toshow still put forthan effort one foot forward thank heavens good lord whoever wouldve thought umbilical cord would ever get cut cut ssame cloth name thankful came forth tempered whether boiled flame broiled say name bet ass gon pay respect crown came feel like passing around well jay throw way ill go straight toward ill wait skateboard got couple scrapes forget im stuck rut ill get always aint gon sit argue came gutter crawled im back im sorry feel awful 		gratitude
Unreleased Songs	Everything	intro cds aint selling anyways man look soundscan really dont think matters hook everythingidoisnumberone makesyou two thatspells trouble meand cause thats beef starts crews dont mind debut number two make money cant satisfied verse like legacys pregnant planting eggs every record theyre beggin release cd every second dont expect cause every time get hit question deflect get cahis record check buck like get motherfuckers fore smack em plus ti dropped album go get one got whole stable artists whos able fully		neutral
Unreleased Songs	Take The World With Me	intro pacewon outsidaz shit started hearing laughter head somebody laughing always laughing im bout go crazy started set niggas nah mean pacewon bridge pacewon im high like redman tripping tab acid headband bout lose mind names pacewon ill kick ass quickly die ima try take whole world raw rhymes penetrate kidney die ima try take whole world got plans lock take take whole world verse pacewon yeah hitting rude shit rolling like crews new whips call stupid mastered fantastic ghetto bastard raw rap style kick a		amusement
Unreleased Songs	Run Your Jewels (Snippet)	verse little things start trouble pressure bother shit stressing especially thepoverty ialways wondered whatmy destiny would offer onlyguess would accessory robbery                                                                                                                                                                                                                                                                                                                                                            		curiosity
Unreleased Songs	Emulate	verse obie trice obie person came introverted cause nervousness solely verdict worth cause changed became observant servin purpose knew earlier days like different version much hurtin pain gave game certain thats curtains murder get worked im assertive muthafuckas acting tougher enough isolatin room writing poems songs school look became fool cause learned sustain tool obtain fame livin hard still julliard god walks aint spend day pew regardless draw visual pictures nigga vents welcome art department verse 		neutral
Unreleased Songs	Renegades	verse royce several different levels picking shovels dumping ditches sea level front witness let refreshen niggas tell position chchk beef leave venice opposition finished invaded created pyramid names blame dre ear ahha ahha breathe id rather reach neck never heat respect unless greet less got skunk trunk im lying got pump trunk dying many lumps niggas want whos ready yall ready yall incredibly raw artist said would draw stand firm hurts live open worms hope ready dirt thats slap ho snatch mic brought yall		neutral
Unreleased Songs	"IÂll Hurt You
"	intro busta rhymes eminem yeah guess ayo dre think trouble whoo scott storch like em feels like new day verse busta rhymes listen every time come hit niggas shit regardless get retarded niggas aint got clue fuck say say spit spit aint never even got ta question cause know im nigga ever come spitefully turn place motherfuckin zoo come spit ccrazy shshshshit mmmmake nnniggas exactly want em point view instead trying step still trying play catch keep way nigga grew niggas panic freakin get schizophrenic let em		neutral
Unreleased Songs	Till Hell Freezes Over	intro yo yo yo yo yo motherfuckin anthem hiphop hiphop music anthem cause ima keep doin hiphop music day die motherfuckin day die aight bitch verse yo im voodoo tarot cards ouija boards lightin candles campin haunted beach resorts write dark shit rap perverted violence ghost stories people murdered deserted islands dressed jean shorts high tops tube socks holdin rifle life full drama like pacs jumpin rooftops drunk shots landin someones backyard gettin chewed two rots got new watch two rings huge rocks rap 		anger
Unreleased Songs	Nut Up	intro ayy em yeah chorus slim shady stage please oh wont please make place go crazy know doin ladies ladies aint place youre lazy get said shady stage please oh wont please make place go crazy know doin ladies wont please step mic baby verse little boring lately ive playing poison ivy pee ive itching get shit heard said club guess id let without guess like put best dang white tee evenings festivities even got pressed drycleaned rest heathens building til closes partying til nobody knows im drinking keep bac		annoyance
Unreleased Songs	If I Told You	verse joyner lucas uh told different told somethingsmissin andwhat itold alike theway feel inside different picture told feel divided keep im awfully quiet told conflicted thoughts trapped dark tried hide im slave fuckin fairy tale bet think know well make mistake cry help cause dont owe one explanation feel prechorus joyner lucas real told brave grew different raised still told im place wait told gay chorus joyner lucas duh nuh duh nuh nuh duh duh nuh duh nuh nuh duh duh nuh duh nuh nuh duh duh nuh duh nuh		neutral
Unreleased Songs	Cocaine	intro eminem jazmine sullivan yeah ooh game like cocaine want anything world haha least thought got yeah need im addicted yeah im fading verse eminem beat words first blank painting exercising mind brain strength training starts something like shadys insane maniac yeah slim shady thats zany name aint needs image go name baby wifebeaters white tshirts hanes mainly long shot possible theres lane maybe hes gon come change whole game aint wants fame bad taste see name lights women screaming fucking name faintin		amusement
Unreleased Songs	The PeopleÂs Champ (Intro)	told world one day would pay back say tape lay record one day could play back ask okay ask im happy asking shit thats thrown beat words first blank painting exercising mind brain strength training motto live bottle supply low bring truckload highlow name chauncey billups im kind like raunchy phillips screwdriver crews live cant sleep youre still came game bad intentions aint budged even inch since lava lips flips wake think cramp im trying shove lava lamp fathers ass got self esteem back got confidence im g		neutral
Unreleased Songs	Hit Me with Your Best Shot	intro pat benatar honorable cnote come put place come put place chorus pat benatar hit best shot hit best shot hit best shot hit best shot hit best shot hit best shot put place come put place come put place come put place come put place verse bizarre proof died happened happened marshall stopped rapping damn guess makes captain uhhuh hit mattress okay pistolpacking uhhuh sick assassin yeah hit gas okay get mashing broke bitches asking cliques relaxing hills aspen popping pills aspirin im machine brought mar		neutral
Unreleased Songs	Give Me the Ball	verse eminem name chauncey billups im kind like raunchy phillips screwdriver crews liver cant sleep youre still get ball im like rip cant get grip probably got stripped wan na rumble reason trip grab like gnarls barkley holds mic snarls spark smile like charles barkley come im hard guard aint booin aint pursuin lawsuits aint suin know im doin give ball life ruined im like rasheed remind spirit proof im happy lucky ballin groovin im move im smooth give ball dont know shoot basket teams need casket lebron say		joy
Unreleased Songs	Despicable	intro ugh ha dana nanana nah fuck intro man lets go yeah verse come around like goes around goes must come anyone comes must go might well go gusto better let better let breathe last shot give got try turn bitch get fucked volume knob fuck snobs hoes hope rot two bottles lubriderm box condoms brought want mÃ©nage Ã  trois twats fuck id rather turn club barroom brawl get rowdy roethlisberger bathroom stall like leech stuck vacuum yall aint nothing whole lot sucking going rap yeah im home bad bone back zone l		anger
Unreleased Songs	Ghost Stories	intro uh huh uh huh yo alright yo verse im possessed evil demons torture im sleeping keepdreamingof death andim hearing people screaming devils spiritstrapped inside want im couch bleeding death haunted house wrists slit im lifted air suspended animation like someones holding im feeling somebodys cold hands wrapping around neck choke blood swallow drown death found breath somehow managed slip clutches nearly blacking dizziness head rushes tripping odd bodies dead lushes bloodstains paint plush carpet like r		sadness
